20131218080000,0.000000,0,1,0.251000,11146.666666666668,3847516
20131218081500,197.157303,17547,89,0.234000,16233.333333333336,3254505
20131218083000,184.078652,16383,89,0.219000,21220,10947498
20131218084500,171.247191,15241,89,0.211000,25286.666666666664,12542391
20131218090000,162.101124,14427,89,0.207000,29846.666666666664,13350526
20131218091500,152.101124,13537,89,0.198000,35793.333333333336,14965000
20131218093000,141.179775,12565,89,0.190000,43200.00000000001,15628196
20131218094500,129.831461,11555,89,0.182000,47053.33333333333,16077805
20131218100000,113.662921,10116,89,0.163000,50980,16435251
20131218101500,88.078652,7839,89,0.132000,53906.66666666667,16639891
20131218103000,37.415730,3330,89,-0.025000,56320,16746592
20131218104500,-44.606742,-3970,89,-0.143000,58340,16790778
20131218110000,-23.438202,-2086,89,-0.027000,60253.333333333314,16854489
20131218111500,-8.696629,-774,89,-0.024000,61560,16926593
20131218113000,-7.348315,-654,89,-0.021000,62340,16832469
20131218114500,-5.921348,-527,89,-0.015000,63013.33333333333,16772340
20131218120000,-4.191011,-373,89,-0.012000,62646.66666666667,16644474
20131218121500,-2.730337,-243,89,-0.006000,62553.33333333332,16610066
20131218123000,-1.573034,-140,89,-0.003000,61866.66666666668,16536549
20131218124500,-1.528090,-136,89,-0.003000,61153.333333333336,16648470
20131218130000,-3.112360,-277,89,-0.009000,60006.66666666667,16693930
20131218131500,-6.662921,-593,89,-0.028000,58426.66666666666,16765231
20131218133000,-12.157303,-1082,89,-0.049000,56546.66666666667,16935451
20131218134500,-18.629213,-1658,89,-0.076000,54333.33333333334,17060363
20131218140000,-26.224719,-2334,89,-0.109000,51740,17183802
20131218141500,-33.426966,-2975,89,-0.137000,48720,17219363
20131218143000,-39.932584,-3554,89,-0.172000,45580,17324021
20131218144500,-46.741573,-4160,89,-0.215000,41853.33333333333,17334223
20131218150000,-54.067416,-4812,89,-0.259000,37686.66666666667,17391541
20131218151500,-61.662921,-5488,89,-0.310000,33753.333333333336,17361813
20131218153000,-69.044944,-6145,89,-0.367000,29120,17053821
20131218154500,-75.820225,-6748,89,-0.431000,24126.666666666664,16767890
20131218154500,-75.820225,-6748,89,-0.431000,24292.857142857138,16767890
20131218160000,-81.651685,-7267,89,-0.506000,19006.666666666664,16124128
20131218161500,-85.584270,-7617,89,-0.576000,13706.66666666667,15409830
20131218163000,-85.887640,-7644,89,-0.620000,8740,13885550
