20131218080000,48441604
20131218081500,45558946
20131218083000,47989086
20131218084500,49808207
20131218090000,51613049
20131218091500,52253498
20131218093000,52694146
20131218094500,52870099
20131218100000,52889499
20131218101500,52788280
20131218103000,52655942
20131218104500,52393232
20131218110000,52016057
20131218111500,51595954
20131218113000,51217177
20131218114500,50777350
20131218120000,50428638
20131218121500,50085047
20131218123000,49754710
20131218124500,49561334
20131218130000,49428727
20131218131500,49365994
20131218133000,49338173
20131218134500,49394997
20131218140000,49468354
20131218141500,49543264
20131218143000,49655470
20131218144500,49701887
20131218150000,49758164
20131218151500,49639469
20131218153000,49320403
20131218154500,48798269
20131218154500,48798269
20131218160000,47875998
20131218161500,46486563
20131218163000,43930162
20131218164500,45253668
20131218170000,43750722
20131218171500,41823513
20131218173000,38900224
20131218174500,40248283
20131219080000,48463754
20131219081500,52709596
20131219083000,47682847
20131219084500,49504060
20131219090000,50714564
20131219091500,51636696
20131219093000,52246886
20131219094500,52547353
20131219100000,52542541
20131219101500,52384534
20131219103000,52101254
20131219104500,51766537
20131219104500,51766537
20131219110000,51315205
20131219111500,50965949
20131219113000,50625823
20131219114500,50365519
20131219114500,50365519
20131219120000,50021853
20131219121500,49809783
20131219123000,49543781
20131219124500,49555607
20131219130000,49442707
20131219131500,49289847
20131219133000,49176619
20131219134500,49136423
20131219140000,49221556
20131219140000,49221556
20131219141500,49293069
20131219143000,49324197
20131219144500,49462034
20131219144500,49462034
20131219150000,49526141
20131219151500,49468979
20131219153000,49261842
20131219154500,48612891
20131219160000,47437461
20131219161500,47119288
20131219163000,44253515
20131219164500,46204683
20131219170000,45058794
20131219171500,42827342
20131219173000,40286590
20131219174500,38736941
20131220080000,46365683
20131220081500,44865145
20131220083000,44575411
20131220084500,49288534
20131220090000,45768996
20131220091500,47770187
20131220093000,46916213
20131220094500,48504566
20131220100000,44381870
20131220101500,44037788
20131220103000,48912404
20131220104500,47962896
20131220110000,47508701
20131220111500,47223423
20131220113000,46856371
20131220114500,46437111
20131220120000,46025872
20131220121500,45744515
20131220123000,45501451
20131220124500,45256438
20131220130000,45098839
20131220131500,45010007
20131220133000,44885704
20131220134500,44845291
20131220140000,44851077
20131220141500,44942269
20131220143000,45132942
20131220144500,45363104
20131220150000,45088001
20131220151500,51117088
20131220153000,45952089
20131220154500,43959838
20131220160000,44604570
20131220161500,44761731
20131220163000,45747588
20131220164500,44271010
20131220170000,42921687
20131220171500,44337928
20131220173000,53168555
20131220174500,44285744
20131221080000,44387612
20131221081500,49754161
20131221083000,50490202
20131221084500,43652943
20131221090000,44559675
20131221091500,45250154
20131221093000,45615216
20131221094500,45668294
20131221100000,45719867
20131221101500,45612729
20131221103000,45371003
