20131218080000,0.000000,0,1,0.251000,11146.666666666668,201312180800020500,259,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45, 120, 357, 676, 1067, 1837, 2056, 2253, 2765, 2855, 2784, 3589, 3579, 3884, 3571, 3949, 4276, 5276, 4757, 4173, 4598, 6085, 6421, 5439, 6412, 7436, 6414, 7265, 7375, 6651, 5364, 5784, 5423, 5723, 6125, 6090, 4964, 4852, 5210, 4238, 4286, 4697, 4087, 3959, 4099, 3548, 3686, 3996, 4454, 4295, 3325, 3922, 4275, 4064, 4359, 3396, 2864, 2840, 2807, 2311, 2162, 2294, 2220, 2440, 2580, 2573, 2609, 2699, 2482, 2153, 1834, 1886, 1610, 1606, 1739, 2209, 1516, 1410, 1290, 1324, 1092, 1195, 992, 906, 946, 1075, 1011, 821, 922, 612, 770, 655, 741, 749, 713, 733, 819, 595, 509, 445, 427, 382, 419, 358, 364, 219, 246, 182, 127, 44, 65, 23, 43, 12, 5, 13, 5, 11, 14, 14, 4, 3, 17, 10, 6, 2, 0, 4, 19, 11, 20, 4, 9, 12, 5, 11, 7, 4, 2, 11, 13, 37, 10, 8, 5, 2, 24, 16, 0, 0, 0,20131218_0800020500.jpg,44618020
20131218081500,197.157303,17547,89,0.234000,16233.333333333336,201312180815010500,260,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 28, 45, 155, 398, 840, 1186, 1415, 1421, 3090, 2879, 2375, 2255, 2065, 2817, 3265, 3720, 4214, 4578, 4044, 4531, 4523, 4896, 5511, 5822, 5264, 6655, 7019, 6293, 7937, 8227, 6869, 6307, 6651, 5964, 5903, 6229, 5399, 5471, 4581, 5725, 4773, 4915, 4499, 5090, 4577, 4694, 4741, 3979, 4066, 4532, 3043, 3968, 4170, 4157, 4067, 4371, 3852, 3433, 3064, 3534, 2529, 3546, 2838, 2916, 2491, 2283, 2054, 1837, 1442, 1665, 1995, 1728, 1697, 1962, 1891, 1518, 1448, 1246, 1046, 1214, 1127, 1183, 1056, 1183, 871, 983, 777, 832, 775, 669, 740, 696, 625, 600, 635, 612, 478, 526, 436, 391, 385, 450, 382, 295, 275, 153, 104, 64, 53, 38, 23, 8, 8, 1, 8, 11, 7, 18, 20, 25, 0, 5, 2, 7, 11, 6, 31, 4, 4, 8, 0, 0, 20, 23, 1, 6, 13, 5, 16, 4, 8, 0, 8, 8, 8, 8, 8, 0, 0, 11, 3, 2, 0, 0, 0, 0, 0, 0, 0,20131218_0815010500.jpg,42334311
20131218083000,184.078652,16383,89,0.219000,21220,201312180830010500,261,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3, 5, 26, 32, 56, 79, 145, 248, 523, 764, 1094, 1479, 1900, 2625, 3130, 3478, 3561, 3981, 4056, 3121, 3235, 3199, 4620, 5050, 5030, 5308, 5880, 6554, 7061, 6437, 7106, 7574, 8562, 9409, 9977, 9833, 10386, 10056, 8608, 7748, 7470, 8059, 7102, 6612, 6899, 6839, 5406, 5781, 5737, 4835, 4825, 4674, 3631, 3906, 3615, 2896, 2366, 2827, 2591, 2333, 2240, 2337, 2495, 2418, 2434, 2264, 1408, 1210, 1079, 897, 769, 661, 744, 689, 923, 1023, 1563, 1498, 1437, 1313, 1261, 1082, 1025, 657, 644, 605, 430, 374, 250, 136, 168, 136, 177, 72, 28, 13, 3, 4, 7, 13, 19, 12, 11, 10, 12, 18, 10, 0, 2, 1, 7, 9, 11, 19, 7, 10, 37, 22, 5, 10, 30, 16, 4, 4, 8, 18, 10, 14, 26, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_0830010500.jpg,37041588
20131218084500,171.247191,15241,89,0.211000,25286.666666666664,201312180845010500,262,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 27, 38, 52, 54, 106, 230, 474, 839, 1361, 2218, 2950, 3353, 3230, 3158, 2980, 3230, 4387, 4142, 4755, 4562, 5787, 5129, 6390, 7401, 7360, 7276, 8070, 7857, 8650, 10343, 9438, 10129, 10488, 10703, 8864, 8926, 9170, 7615, 8071, 7501, 7265, 7536, 7393, 5639, 4824, 4287, 4453, 3199, 3096, 3254, 3365, 2333, 2537, 2487, 2127, 2442, 2200, 2608, 2352, 2082, 1815, 1267, 1201, 980, 763, 708, 738, 676, 950, 1270, 1018, 1309, 1325, 1874, 1241, 965, 1122, 870, 836, 666, 674, 463, 498, 236, 161, 151, 101, 57, 34, 10, 3, 1, 3, 18, 3, 11, 9, 4, 10, 3, 5, 9, 4, 14, 8, 20, 4, 2, 29, 28, 34, 13, 6, 19, 9, 16, 37, 25, 16, 8, 0, 0, 4, 6, 6, 30, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_0845010500.jpg,37265816
20131218090000,162.101124,14427,89,0.207000,29846.666666666664,201312180900020500,263,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 1, 1, 18, 18, 36, 37, 91, 219, 491, 860, 1672, 2399, 2458, 2492, 1933, 3491, 4234, 4465, 4613, 4218, 4469, 5226, 5675, 5683, 6199, 8186, 6685, 7723, 8022, 8908, 9604, 10443, 10096, 10037, 9731, 10742, 8871, 7229, 8853, 8203, 6527, 6778, 5814, 4913, 5473, 5882, 5037, 5021, 4015, 3004, 2998, 3027, 3075, 2906, 3296, 3237, 2745, 2231, 2366, 2072, 1873, 1878, 1585, 1105, 951, 1062, 1224, 1560, 1551, 1794, 1537, 1467, 1505, 1328, 1349, 1249, 1158, 1007, 1278, 1060, 980, 802, 650, 544, 433, 380, 257, 150, 126, 84, 48, 12, 28, 5, 1, 0, 8, 1, 15, 1, 13, 8, 8, 8, 26, 6, 3, 1, 15, 0, 11, 4, 23, 25, 34, 3, 4, 25, 32, 8, 17, 15, 15, 26, 11, 2, 9, 32, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_0900020500.jpg,38262523
20131218091500,152.101124,13537,89,0.198000,35793.333333333336,201312180915010500,264,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 14, 32, 37, 41, 29, 39, 65, 124, 489, 1073, 2605, 3289, 2626, 1996, 3202, 3962, 5083, 5060, 5378, 4693, 5546, 6386, 6679, 6633, 8070, 8979, 9380, 9306, 11510, 11279, 11322, 11522, 10992, 9920, 9772, 9372, 8396, 7303, 7243, 8082, 7622, 7249, 6396, 4897, 4303, 4679, 3437, 3007, 2754, 2762, 2769, 2509, 2268, 1944, 2061, 2281, 2130, 2287, 2287, 1984, 1740, 1175, 926, 817, 618, 806, 867, 1212, 1291, 1217, 1163, 1604, 1324, 1036, 848, 753, 553, 507, 429, 410, 115, 50, 47, 11, 17, 21, 20, 21, 29, 11, 1, 2, 4, 3, 4, 23, 25, 4, 1, 7, 7, 0, 0, 4, 20, 26, 13, 6, 22, 23, 11, 5, 12, 10, 24, 34, 17, 30, 10, 31, 14, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_0915010500.jpg,37288498
20131218093000,141.179775,12565,89,0.190000,43200.00000000001,201312180930020500,265,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 16, 25, 29, 38, 74, 68, 135, 423, 1081, 1768, 3123, 2472, 2106, 3376, 4081, 4759, 5317, 5746, 5060, 5078, 6339, 7420, 8159, 8120, 10156, 10200, 10478, 11786, 11469, 11665, 12502, 11674, 9985, 9644, 8064, 7745, 7284, 7637, 8122, 7604, 7640, 5910, 4529, 4496, 3841, 3961, 3187, 3206, 2774, 2524, 2372, 2086, 1835, 1719, 2094, 2026, 1852, 1770, 1699, 1365, 1085, 873, 827, 835, 900, 1064, 964, 1280, 1207, 1241, 1167, 902, 798, 612, 450, 308, 224, 115, 79, 30, 17, 6, 5, 4, 10, 6, 15, 18, 10, 4, 11, 14, 13, 31, 9, 8, 7, 1, 1, 7, 14, 2, 1, 15, 9, 12, 8, 26, 29, 12, 22, 32, 18, 34, 23, 23, 15, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_0930020500.jpg,37065950
20131218094500,129.831461,11555,89,0.182000,47053.33333333333,201312180945010500,266,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31, 27, 28, 42, 101, 108, 232, 456, 1111, 2085, 2674, 2584, 3630, 4114, 5512, 6023, 5968, 5148, 5972, 7195, 8713, 7231, 9431, 9532, 11132, 11098, 13412, 13697, 13056, 13704, 12204, 9959, 7688, 7924, 7269, 7105, 7903, 7338, 7119, 6500, 5934, 5275, 4351, 3610, 2881, 2735, 3083, 2591, 2111, 2439, 1857, 1874, 1709, 1629, 1579, 1289, 2041, 1860, 1621, 1226, 678, 573, 631, 882, 1055, 1101, 1325, 1002, 922, 611, 499, 213, 139, 94, 70, 53, 23, 25, 4, 15, 16, 16, 11, 13, 0, 11, 13, 13, 15, 3, 12, 45, 6, 2, 23, 1, 9, 5, 10, 23, 20, 13, 1, 3, 5, 26, 4, 21, 15, 37, 56, 41, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_0945010500.jpg,36792294
20131218100000,113.662921,10116,89,0.163000,50980,201312181000020500,267,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 20, 8, 14, 57, 37, 45, 107, 392, 1068, 1953, 2080, 2500, 3285, 4235, 5787, 4966, 6013, 6335, 6835, 8139, 7070, 8049, 10398, 11938, 13715, 13887, 16508, 16219, 14926, 13889, 10260, 8041, 7237, 7100, 6792, 5744, 8441, 6735, 5802, 6379, 6796, 4657, 3486, 3712, 2567, 2476, 2368, 2624, 2696, 2242, 2142, 1714, 1468, 1427, 1735, 1584, 1660, 1247, 1103, 919, 632, 495, 384, 528, 573, 773, 710, 416, 247, 88, 70, 7, 4, 11, 8, 15, 8, 9, 38, 16, 19, 20, 29, 27, 13, 1, 11, 4, 0, 2, 17, 12, 9, 14, 9, 6, 10, 21, 30, 28, 14, 25, 8, 31, 35, 48, 34, 24, 4, 16, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_1000020500.jpg,36454248
20131218101500,88.078652,7839,89,0.132000,53906.66666666667,201312181015020500,268,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 52, 22, 37, 51, 111, 209, 491, 940, 1632, 2834, 3332, 4240, 5172, 6633, 6779, 5935, 7386, 7760, 8773, 9374, 12627, 14301, 16269, 15989, 18419, 17099, 14153, 11143, 9017, 7698, 7141, 7024, 6934, 6458, 7121, 6345, 5387, 6567, 5616, 4287, 4100, 3268, 2915, 2777, 2908, 2386, 1929, 1662, 1624, 1347, 1282, 1199, 1176, 1104, 1051, 991, 646, 668, 351, 502, 329, 320, 191, 163, 106, 93, 51, 29, 6, 3, 0, 0, 8, 17, 23, 34, 33, 11, 8, 30, 17, 17, 11, 12, 22, 4, 22, 7, 7, 11, 7, 13, 14, 10, 12, 41, 55, 8, 21, 25, 17, 29, 31, 25, 14, 17, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20131218_1015020500.jpg,36148389
