20131218080000,0.000000,0,1,0.251000,11146.666666666668
20131218081500,197.157303,17547,89,0.234000,16233.333333333336
20131218083000,184.078652,16383,89,0.219000,21220
20131218084500,171.247191,15241,89,0.211000,25286.666666666664
20131218090000,162.101124,14427,89,0.207000,29846.666666666664
20131218091500,152.101124,13537,89,0.198000,35793.333333333336
20131218093000,141.179775,12565,89,0.190000,43200.00000000001
20131218094500,129.831461,11555,89,0.182000,47053.33333333333
20131218100000,113.662921,10116,89,0.163000,50980
20131218101500,88.078652,7839,89,0.132000,53906.66666666667
20131218103000,37.415730,3330,89,-0.025000,56320
20131218104500,-44.606742,-3970,89,-0.143000,58340
20131218110000,-23.438202,-2086,89,-0.027000,60253.333333333314
20131218111500,-8.696629,-774,89,-0.024000,61560
20131218113000,-7.348315,-654,89,-0.021000,62340
20131218114500,-5.921348,-527,89,-0.015000,63013.33333333333
20131218120000,-4.191011,-373,89,-0.012000,62646.66666666667
20131218121500,-2.730337,-243,89,-0.006000,62553.33333333332
20131218123000,-1.573034,-140,89,-0.003000,61866.66666666668
20131218124500,-1.528090,-136,89,-0.003000,61153.333333333336
20131218130000,-3.112360,-277,89,-0.009000,60006.66666666667
20131218131500,-6.662921,-593,89,-0.028000,58426.66666666666
20131218133000,-12.157303,-1082,89,-0.049000,56546.66666666667
20131218134500,-18.629213,-1658,89,-0.076000,54333.33333333334
20131218140000,-26.224719,-2334,89,-0.109000,51740
20131218141500,-33.426966,-2975,89,-0.137000,48720
20131218143000,-39.932584,-3554,89,-0.172000,45580
20131218144500,-46.741573,-4160,89,-0.215000,41853.33333333333
20131218150000,-54.067416,-4812,89,-0.259000,37686.66666666667
20131218151500,-61.662921,-5488,89,-0.310000,33753.333333333336
20131218153000,-69.044944,-6145,89,-0.367000,29120
20131218154500,-75.820225,-6748,89,-0.431000,24126.666666666664
20131218154500,-75.820225,-6748,89,-0.431000,24292.857142857138
20131218160000,-81.651685,-7267,89,-0.506000,19006.666666666664
20131218161500,-85.584270,-7617,89,-0.576000,13706.66666666667
20131218163000,-85.887640,-7644,89,-0.620000,8740
20131218164500,-80.719101,-7184,89,-0.623000,4460
20131218170000,-67.988764,-6051,89,-0.563000,1700
20131218171500,-44.202247,-3934,89,-0.397000,-26.666666666667
20131218173000,-14.112360,-1256,89,-0.062000,-413.333333333333
20131218174500,0.887640,79,89,0.000000,-491.904761904762
20131219080000,0.168539,15,89,0.250000,10853.333333333332
20131219081500,193.820225,17250,89,0.227000,16173.333333333332
20131219083000,179.752809,15998,89,0.215000,20560
20131219084500,169.044944,15045,89,0.208000,24746.666666666668
20131219090000,156.292135,13910,89,0.194000,29153.333333333336
20131219091500,143.730337,12792,89,0.187000,34440
20131219093000,132.078652,11755,89,0.178000,41833.333333333336
20131219094500,122.808989,10930,89,0.175000,45693.33333333333
20131219100000,110.764045,9858,89,0.159000,49420.00000000001
20131219101500,87.494382,7787,89,0.130000,52266.666666666664
20131219103000,38.808989,3454,89,-0.023000,54373.33333333333
20131219104500,-44.303371,-3943,89,-0.147000,55971.428571428565
20131219104500,-44.303371,-3943,89,-0.147000,56019.999999999985
20131219110000,-24.640449,-2193,89,-0.027000,57813.333333333336
20131219111500,-8.449438,-752,89,-0.024000,58940
20131219113000,-7.797753,-694,89,-0.021000,59906.66666666667
20131219114500,-6.820225,-607,89,-0.018000,61271.428571428565
20131219114500,-6.820225,-607,89,-0.018000,61299.999999999985
20131219120000,-4.719101,-420,89,-0.012000,61673.33333333333
20131219121500,-2.943820,-262,89,-0.003000,60573.33333333333
20131219123000,-2.056180,-183,89,-0.009000,60433.33333333334
20131219124500,-1.808989,-161,89,-0.006000,59526.66666666667
20131219130000,-3.415730,-304,89,-0.018000,58300
20131219131500,-7.179775,-639,89,-0.028000,56740
20131219133000,-12.179775,-1084,89,-0.053000,54379.99999999999
20131219134500,-19.022472,-1693,89,-0.080000,52280
20131219140000,-26.808989,-2386,89,-0.114000,50473.33333333333
20131219140000,-26.808989,-2386,89,-0.114000,51600]]
20131219141500,-33.988764,-3025,89,-0.142000,47520
20131219143000,-41.044944,-3653,89,-0.177000,44246.666666666664
20131219144500,-47.977528,-4270,89,-0.217000,40800
20131219144500,-47.977528,-4270,89,-0.217000,41227.27272727272
20131219150000,-55.112360,-4905,89,-0.266000,36833.33333333333
20131219151500,-62.359551,-5550,89,-0.316000,32626.666666666668
20131219153000,-69.247191,-6163,89,-0.362000,27980.000000000004
20131219154500,-75.573034,-6726,89,-0.439000,23366.666666666664
20131219160000,-79.651685,-7089,89,-0.488000,18346.666666666668
20131219161500,-81.404494,-7245,89,-0.522000,13206.666666666666
20131219163000,-82.550562,-7347,89,-0.590000,8500
20131219164500,-79.808989,-7103,89,-0.610000,4239.999999999999
20131219170000,-67.640449,-6020,89,-0.567000,1626.666666666667
20131219171500,-45.235955,-4026,89,-0.395000,53.333333333333
20131219173000,-15.764045,-1403,89,-0.156000,-366.666666666667
20131219174500,-0.134831,-12,89,0.250000,-564.285714285714
20131220080000,0.089888,8,89,0.219000,9893.333333333334
20131220081500,138.606742,12336,89,0.166000,8813.333333333332
20131220083000,83.910112,7468,89,0.210000,18406.666666666664
20131220084500,150.651685,13408,89,0.205000,17173.333333333332
20131220090000,131.179775,11675,89,0.187000,23353.333333333336
20131220091500,126.123596,11225,89,0.187000,30566.666666666664
20131220093000,122.359551,10890,89,0.182000,30306.66666666667
20131220094500,104.764045,9324,89,0.122000,32206.66666666667
20131220100000,91.280899,8124,89,0.112000,42686.66666666667
20131220101500,85.000000,7565,89,0.129000,49386.666666666664
20131220103000,39.415730,3508,89,-0.007000,51820
20131220104500,-36.977528,-3291,89,-0.137000,53760
20131220110000,-24.954545,-2196,88,-0.032000,55313.33333333334
20131220111500,-11.089888,-987,89,-0.029000,56753.33333333333
20131220113000,-9.494382,-845,89,-0.026000,57646.66666666667
20131220114500,-7.674157,-683,89,-0.023000,58193.33333333333
20131220120000,-6.033708,-537,89,-0.017000,58300
20131220121500,-4.707865,-419,89,-0.012000,58166.66666666666
20131220123000,-3.719101,-331,89,-0.012000,57880
20131220124500,-3.797753,-338,89,-0.012000,56913.33333333334
20131220130000,-5.471910,-487,89,-0.018000,55786.666666666664
20131220131500,-8.966292,-798,89,-0.035000,54293.333333333336
20131220133000,-13.404494,-1193,89,-0.056000,52779.99999999999
20131220134500,-19.460674,-1732,89,-0.079000,50333.33333333333
20131220140000,-26.853933,-2390,89,-0.112000,48146.66666666667
20131220141500,-33.730337,-3002,89,-0.135000,45540
20131220143000,-40.011236,-3561,89,-0.165000,43453.33333333334
20131220144500,-46.022472,-4096,89,-0.156000,38026.66666666667
20131220150000,-44.314607,-3944,89,-0.116000,36466.666666666664
20131220151500,-26.606742,-2368,89,-0.101000,25720.000000000004
20131220153000,-25.662921,-2284,89,-0.041000,10880
20131220154500,-18.134831,-1614,89,-0.079000,9166.666666666668
20131220160000,-18.056180,-1607,89,-0.089000,12613.333333333332
20131220161500,-45.932584,-4088,89,-0.335000,10146.666666666666
20131220163000,-50.876404,-4528,89,-0.222000,9753.333333333334
20131220164500,-43.853933,-3903,89,-0.357000,4260
20131220170000,-44.898876,-3996,89,-0.387000,1286.666666666667
20131220171500,-28.292135,-2518,89,-0.240000,-233.333333333333
20131220173000,-9.247191,-823,89,-0.222000,-433.333333333333
20131220174500,-1.382022,-123,89,0.000000,-400
20131221080000,-0.112360,-10,89,0.268000,9173.333333333332
20131221081500,184.460674,16417,89,0.230000,13766.666666666668
20131221083000,171.101124,15228,89,0.216000,18140
20131221084500,160.887640,14319,89,0.208000,22086.666666666668
20131221090000,151.471910,13481,89,0.198000,26159.999999999996
20131221091500,142.471910,12680,89,0.193000,30973.333333333336
20131221093000,132.617978,11803,89,0.185000,37660
20131221094500,121.561798,10819,89,0.175000,41739.99999999999
20131221100000,106.292135,9460,89,0.157000,45506.66666666666
20131221101500,83.471910,7429,89,0.126000,48586.66666666667
20131221103000,41.730337,3714,89,0.004000,51066.666666666664
20131221104500,-25.696629,-2287,89,-0.094000,54260
20131221110000,-13.887640,-1236,89,-0.006000,55153.33333333333
20131221111500,0.876404,78,89,0.018000,52560
20131221113000,19.415730,1728,89,0.025000,50120
20131221114500,21.213483,1888,89,0.092000,53146.66666666666
20131221120000,21.303371,1896,89,0.086000,55286.66666666667
20131221121500,28.067416,2498,89,0.096000,64200.000000000015
20131221123000,34.505618,3071,89,-0.076000,33913.33333333333
20131221124500,4.741573,422,89,0.008000,35353.333333333336
20131221130000,15.550562,1384,89,0.119000,51033.33333333333
20131221131500,42.348315,3769,89,-0.036000,39253.33333333333
20131221133000,5.258427,468,89,-0.042000,55240
20131221134500,28.842697,2567,89,-0.046000,39160
20131221140000,19.325843,1720,89,-0.049000,32546.666666666664
20131221141500,-24.921348,-2218,89,-0.035000,31740
20131221143000,-11.842697,-1054,89,-0.069000,22819.999999999996
20131221144500,-20.078652,-1787,89,0.006000,28740.000000000004
20131221150000,-12.730337,-1133,89,-0.028000,34339.99999999999
20131221151500,-20.134831,-1792,89,-0.091000,21906.666666666664
20131221153000,-53.191011,-4734,89,-0.214000,23906.66666666667
20131221154500,-10.382022,-924,89,-0.116000,9086.666666666668
20131221160000,-55.438202,-4934,89,-0.061000,18913.333333333332
20131221161500,-12.067416,-1074,89,-0.295000,6333.333333333333
20131221163000,-54.438202,-4845,89,-0.352000,3840
20131221164500,-48.000000,-4272,89,-0.388000,1640
20131221170000,-58.595506,-5215,89,-0.582000,573.333333333333
